oare_id,source,retrieval_neighbor_ids,retrieval_scores,retrieval_mode
ff5747a4-af8a-4100-a906-a2660ae72606__c3of3,"a-ḫu-ra a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI ú-ra-a IGI {d}MAR.TU-ba-ni bu-zu-ta-a tap-pá-i-ni

Retrieved source: a-ḫu-ra a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI ú-ra-a IGI {d}MAR.TU-ba-ni bu-zu-ta-a tap-pá-i-ni
Retrieved English hint: That remains "" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger Witnessed by Uraya, by Amurrum-bāni Buzutaya was our (absent) partner",ff5747a4-af8a-4100-a906-a2660ae72606__c3of3__gc1of1,1.0000,train_to_train
ff777871-97ce-4bfc-bdfb-73352868944d__c1of3,"translate Akkadian to English: a-na en-nam-a-šùr qí-bi-ma um-ma IŠTAR-ra-bi₄-at-ma a-dí KÙ.BABBAR-pí-kà ša ḫa-bu-lá-ku-ni DUMU a-ta li-ba-kà lá i-pá-ri-id um-ma a-na-ku-ma ma-té-e ṣí-lá-{d}IM lá-mì-id a-ta ṣí-lá-{d}IM u₄-mì-im

Retrieved source: a-na en-nam-a-šùr KIŠIB IŠTAR-ra-bi₄-a-at
Retrieved English hint: To Ennam-Aššur; seal of Ištar-rabi'at.",f7d5f088-603e-400b-99cb-f607554b17ca__gc1of1,0.3297,train_to_train
ff777871-97ce-4bfc-bdfb-73352868944d__c2of3,"ṣú-ḫa-ri ša i-šu-ú lá ṣú-ḫa-ru-kà a-dí e-tí-i ḫa-ra-nim ṣú-ba-tí-a ú-za-kà-ma KÙ.BABBAR-áp-kà a ni-ir-tí-kà ú-qá-ra-áb a-na-kam ki-a-am ša ki-ma ku-a-tí i-zi-zu-ma a-dí li-bi-kà lu-qú-tám ù e-ma-re-e qá-at-kà ša-ki-in

Retrieved source: i-na ša-ḫa-at ṣú-ḫa-ri-im i-zi-za-ma AN.NA ù TÚG.ḪI.A ki-ma KÙ.BABBAR 1 ma-na tù-šé-lá-a-ni-ni ep-ša-ma KÙ.BABBAR pá-ni-a-ma šé-bi-lá-nim ù iš-tí ší-tí KÙ.BABB…
Retrieved English hint: Ennam-Aššur clear it together with the rest of the silver from my goods and the silver from my outstanding claims <gap> My caravan is ready. My dear brothers, take care to give a caravan to the servant, and then give me…",507d179f-f4eb-40c6-8781-4ccb2050cad3__c2of6,0.2592,train_to_train
ff777871-97ce-4bfc-bdfb-73352868944d__c3of3,"1 ṭup-pu-um ša be-lúm-ba-ni DUMU na-ra-am-ZU ù ší-na ṭup-pè ša DAM.GÀR ša É-tí-kà a-bi-a-nu-um e-zi-bu i-na a-lá-ak ṣú-ḫa-ri ṭup-pè lu-šé-tí-qú i-a-am a-dí KÙ.BABBAR-pì-kà li-ba-kà lá i-pá-ri-id

Retrieved source: 1 ṭup-pu-um ša be-lúm-ba-ni DUMU na-ra-am-ZU ù ší-na ṭup-pè ša DAM.GÀR ša É-tí-kà a-bi-a-nu-um e-zi-bu i-na a-lá-ak ṣú-ḫa-ri ṭup-pè lu-šé-tí-qú i-a-am a-dí KÙ.…
Retrieved English hint: As for the tablet concerning Bēlum-bāni son of Narām-Sīn and two tablets concerning customers, which Abī-Anum left in your house, when the servants arrive they will transport the tablets As for mine - do not worry about…",ff777871-97ce-4bfc-bdfb-73352868944d__c3of3__gc1of1,1.0000,train_to_train
ff9442fd-9e7d-449c-a2d6-0cc35921cd65__c1of4,"translate Akkadian to English: um-ma ša ki-ma a-šùr-i-mì-tí DUMU i-ku-pí-IŠTAR-ma a-šùr-i-mì-tí DUMU e-ta-a a-mur-a-šùr a-šùr-DU₁₀ i-lá-áš-ra-ni-ma a-na ša-lim-a-šùr-ma 1 GÚ AN.NA 10 TÚG ku-ta-ni ša a-šùr-i-mì-tí dí-ni-a-tí šu-ma AN.NA ù ku-ta-ni i li-bi₄-kà iš-tí-tám a-na AN.NA 6 GÍN.TA ù ku-ta-ni-ma 15

Retrieved source: 3 ma-na AN.NA ša ik-ri-bi₄-a a-na ší-a-ma-tim a-na a-mur-IŠTAR IGI a-šùr-i-mì-tí a-dí-in
Retrieved English hint: I gave 3 minas of tin from my votive offering for purchases to Amur-Ištar with Aššur-imittī as witness.",d206208f-816c-405b-9dd7-42938d59c65f,0.4078,val_to_train
ff9442fd-9e7d-449c-a2d6-0cc35921cd65__c2of4,"GÍN.TA KÙ.BABBAR ta-ša-qal um-ma ša-lim-a-šùr-ma ù šu-ma a-na-ku i lu-qú-tí-a AN.NA ù ku-ta-ni i li-bi₄-šu áš-tí-tám a-na AN.NA-ki-a 6 GÍN.TA ù ku-ta-ni-a 15 GÍN.TA KÙ.BABBAR i-ša-qá-lam na-áš-pé-er-tám ša

Retrieved source: lá-šu iš-tù a-na en-num-be-lim ta-da-na-ni ù a-na e-ru-ba-tí a ma-lá tí-ir-tí-a ta-da-na a-ni ší-tí AN.NA-ki-a šu-ma lá 7 GÍN.TA ú-lá 8 GÍN.TA a-na KÙ.BABBAR ṣ…
Retrieved English hint: to Ennam-Bēlum you will also give it for a pledge according to my instructions Now, as to the rest of my tin, if the rate is not 1:7 or 1:8, then do not sell the tin for refined silver",e4de29e1-f409-435e-bfa5-4dea904b7f67__c2of5,0.3714,val_to_train
ff9442fd-9e7d-449c-a2d6-0cc35921cd65__c3of4,"a-lim{ki} ša i-ku-pí-IŠTAR ì-lí-dan ù a-ku-a ša lu-qú-tí-a i ku-nu-uk ša-lim-a-šùr a-šùr-i-mì-tí DUMU e-ta-a ù a-mur-a-šùr DUMU sú-kà-lí-a ik-nu-ku-ší-ma a-na a-<gap> pá-aq-da-at IGI a-ta-ta IGI a-šùr-ma-lik IGI en-na-nim

Retrieved source: ma-la lu-qú-tum a-na a-šùr-be-el-a-wa-tim i-pí-iq-du-ma ša-lim-a-šùr ú-šé-ṣí-ú šu-ma a-na šu-ku-bi-im ma-ma-an i-tù-a-ar ša-lim-a-šùr ú-ba-áb-šu IGI a-šùr-ma-l…
Retrieved English hint: With regard to what goods had been entrusted to Aššur-bēl-awātim and which Šalim-Aššur had taken out, if anyone raises claim against Šu-Kūbum, Šalim-Aššur will clear him. Witnessed by Aššur-malik son of Ali-ahum, by Ašš…",631ea682-7cf6-4c62-b2f8-5dd1d197458c,0.4116,val_to_train
ff9442fd-9e7d-449c-a2d6-0cc35921cd65__c4of4,"nan

Retrieved source: KIŠIB ma-nu-ba-lúm-a-šur DUMU ṣí-lá-{d}IM KIŠIB šu-{d}EN.LÍL DUMU ma-nu-ki-a-šur KIŠIB MAN-a-šur DUMU a-ta-a 0.3333 ma-na 2 GÍN KÙ.BABBAR SIG₅ i-ṣé-er PUZUR₄-a…
Retrieved English hint: Seal of Mannum-balum-Aššur son of Ṣilli-Adad, seal of Šu-Illil son of Mannum-kī-Aššur, seal of Puzur-Aššur son of Ataya Puzur-Aššur son of Ataya owes 22 shekels of good silver to Ali-ahum Reckoned from the week of Ilī-d…",004a7dbd-57ce-46f8-9691-409be61c676e__c1of2,0.0000,val_to_train
cc42fcaa-8516-4192-9424-badfedca6a62__c2of3__gc1of1,"1 TÚG SIG₅ zu-zu-a na-áš-a-ku-nu-tí ṣú-ba-tám dí-na-ma KÙ.BABBAR ku-un-kà-ma šé-bi-lá-nim zu-zu-a lá i-sà-ḫu-ur 2 ṣú-ba-tí-šu na-ší ṣú-ba-tí-šu dí-na-ma lá i-sà-ḫu-ur

Retrieved source: 1 TÚG SIG₅ zu-zu-a na-áš-a-ku-nu-tí ṣú-ba-tám dí-na-ma KÙ.BABBAR ku-un-kà-ma šé-bi-lá-nim zu-zu-a lá i-sà-ḫu-ur 2 ṣú-ba-tí-šu na-ší ṣú-ba-tí-šu dí-na-ma lá i-s…
Retrieved English hint: textile Sell the textile, seal the silver and send it to me Zuzuwa must not delay He carries 2 textiles of his Sell his textiles and send him without delay",cc42fcaa-8516-4192-9424-badfedca6a62__c2of3,1.0000,train_to_train
661cb5f8-3045-4bd4-b842-1235d9fd7824__c3of5__gc1of1,"ki-ma i-<gap>-a-ma <gap>-ta-a a-na-ku ù a-lá-ḫu-um lu ni-iš-qú-ul šu-ma um-me-a-nu a-bi-ni i-pá-lu-ḫu-ma ni-iš a-lim{ki} lá i-ta-mu-ú ma-lá a-wa-tim i-na pá-ni-tim ú-kà-i-lu a-wa-tum

Retrieved source: ki-ma i-<gap>-a-ma <gap>-ta-a a-na-ku ù a-lá-ḫu-um lu ni-iš-qú-ul šu-ma um-me-a-nu a-bi-ni i-pá-lu-ḫu-ma ni-iš a-lim{ki} lá i-ta-mu-ú ma-lá a-wa-tim i-na pá-ni…
Retrieved English hint: <gap> I and Ali-ahum should pay If our father's inverstors are afraid and do not swear the oath by the City, then write the words I earlier suggested Conclude the case and let an oath be",661cb5f8-3045-4bd4-b842-1235d9fd7824__c3of5,1.0000,train_to_train
d9b1b46b-cb94-4a71-b5b8-5245e8890093__c2of3__gc1of1,"a-wi-lam lá tù-ta-e-ra-am a-na 12 ma-na KÙ.BABBAR ù ṣí-ba-tí-šu ša ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-bi-šu ta-za-za-am um-ma e-na-sú-in-ma ša a-na ma-nim ḫa-bu-lu

Retrieved source: a-wi-lam lá tù-ta-e-ra-am a-na 12 ma-na KÙ.BABBAR ù ṣí-ba-tí-šu ša ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-bi-šu ta-za-za-am um-ma e-na-sú-in-ma ša a-na ma-nim ḫa-…
Retrieved English hint: man you will be responsible for 12 minas of silver and its interest in accordance with the certified tablet concerning his father's debt "" Enna-Suen said: ""For his debt to whom",d9b1b46b-cb94-4a71-b5b8-5245e8890093__c2of3,1.0000,train_to_train
8f112e7c-a390-40ee-999c-a817f5370338__c2of3__gc1of1,"ša IŠTAR-pu-úz-ri 0.6666 ma-na KÙ.BABBAR šé-bu-ul-ta-ša a-na lá-ma-sí DUMU.MÍ a-šur-{d}UTU-ši a-dí-in 5.5 GÍN a-na um-mì-iš-ḫa-ra 4 ri-ik-sú ku-nu-ki-a a-na É a-lá-ḫi-im ù zi-kur-ì-lí mì-ma a-nim IGI

Retrieved source: ša IŠTAR-pu-úz-ri 0.6666 ma-na KÙ.BABBAR šé-bu-ul-ta-ša a-na lá-ma-sí DUMU.MÍ a-šur-{d}UTU-ši a-dí-in 5.5 GÍN a-na um-mì-iš-ḫa-ra 4 ri-ik-sú ku-nu-ki-a a-na É…
Retrieved English hint: consignment, I gave to Lamassī, daughter of Aššur-šamšī, 5 5 shekels for Ummī-išhara, four packets with my seals for the house of Ali-ahum and Zikur-ilī - all this I entrusted (for transport) in the presence of Dadiya",8f112e7c-a390-40ee-999c-a817f5370338__c2of3,1.0000,train_to_train
567dd5f9-1a19-4832-aca5-f5436a96238c__c4of5__gc1of1,"i-na-ḫi-du ša-ni-ú-tum ša ki-ma šu-nu-tí ú-lá i-ba-ší-ú iš-tù 3 ša-na-tim en-um-a-šùr lu me-et

Retrieved source: tù-na-ḫa-ni a-ma a-wi-lu a-ni-ú-tum lu i-de₈-ú na-áš-pé-er-tám ša um-me-a-ni IGI a-ni-ú-tim ší-me-ma a-na me-er-e ša-lim-a-šur lá ta-tù-ar
Retrieved English hint: shall raise no claim against you in accordance with those who settled our case. Today, not only have you cleared me, but you say: 'You are cleared! Do not raise claim against Šalim-Aššur's sons!' Now, you have raised a…",ea0a5204-461e-4024-abdf-6a7508b9db57__c7of8,0.2450,val_to_train
578f8ff2-4c59-4978-82ce-80eaef1acab8__c5of5__gc1of1,"a ma-lá a-na-kam ša-lim-ar-dí nu-na-ḫi-du-ni le-pu-uš-šu-nu-tí

Retrieved source: a ma-lá a-na-kam ša-lim-ar-dí nu-na-ḫi-du-ni le-pu-uš-šu-nu-tí
Retrieved English hint: Šalim-wardī shall do for them what we instructed him to there",578f8ff2-4c59-4978-82ce-80eaef1acab8__c5of5,1.0000,train_to_train
384e7617-1669-4e82-b62e-8d60e00606a7__c3of3__gc1of1,"lu-ub-lam ù lu gi₅-mì-lúm i-a-tí ḫa-ra-ni a-na a-lim{ki} ù a-na-ku a-we-el gi₅-mì-lim a-mur-IŠTAR lá i-bi-a-at ṭur₄-da-šu šu-a-tí ú-qá-a-šu

Retrieved source: lu-ub-lam ù lu gi₅-mì-lúm i-a-tí ḫa-ra-ni a-na a-lim{ki} ù a-na-ku a-we-el gi₅-mì-lim a-mur-IŠTAR lá i-bi-a-at ṭur₄-da-šu šu-a-tí ú-qá-a-šu
Retrieved English hint: So let it be a favour to me - I am going to the City I too am a man of favours Amur-Ištar should not delay, send him It is him I am waiting for",384e7617-1669-4e82-b62e-8d60e00606a7__c3of3,1.0000,train_to_train
9cf24a8d-8c27-480f-87cb-c9bab811c97b__c1of3__gc1of1,"translate Akkadian to English: 56 ma-na KÙ.BABBAR i-na KÙ.BABBAR-áp a-šur-i-dí DUMU sá-ta-a ú-ṣú-ur-ša-a-šur ù a-šur-DU₁₀ a-na šál-ma-a-šur iš-qú-lu-ma 4 ma-na KÙ.BABBAR

Retrieved source: 56 ma-na KÙ.BABBAR i-na KÙ.BABBAR-áp a-šur-i-dí DUMU sá-ta-a ú-ṣú-ur-ša-a-šur ù a-šur-DU₁₀ a-na šál-ma-a-šur iš-qú-lu-ma 4 ma-na KÙ.BABBAR
Retrieved English hint: Uṣur-ša-Aššur and Aššur-ṭāb have paid 56 minas of silver from the silver of Aššur-idī son of Sadaya to Šalim-Aššur, but 4 minas of silver remain (unpaid) and Šalim-Aššur has written",9cf24a8d-8c27-480f-87cb-c9bab811c97b__c1of3,1.0000,train_to_train
afe3e836-87a1-40f7-9860-9c256f83b325__gc1of1,"translate Akkadian to English: <gap> GÍN KÙ.BABBAR a-ḫa-ma 3 GÍN KÙ.BABBAR ší-im UDU <gap> GÍN KÙ.BABBAR <gap> a-na a-gi-a

Retrieved source: <gap> GÍN KÙ.BABBAR a-ḫa-ma 3 GÍN KÙ.BABBAR ší-im UDU <gap> GÍN KÙ.BABBAR <gap> a-na a-gi-a
Retrieved English hint: <gap> shekels of silvr, further, 3 shekels of silver, the price of a sheep;",afe3e836-87a1-40f7-9860-9c256f83b325,1.0000,train_to_train
c3cbcb45-835e-4139-a6e2-ced1d7882bca__gc1of1,"translate Akkadian to English: <gap>-na GÍR ša a-šur iṣ-ba-at-ma a-šur-ma-lik DUMU {d}UTU-na-ṣí-ir pí-šu iš-me a-šur-ta-ak-lá-ku DUMU a-<gap> tap-pá-ú-šu

Retrieved source: <gap>-na GÍR ša a-šur iṣ-ba-at-ma a-šur-ma-lik DUMU {d}UTU-na-ṣí-ir pí-šu iš-me a-šur-ta-ak-lá-ku DUMU a-<gap> tap-pá-ú-šu
Retrieved English hint: <gap>na seized Aššur's dagger and Aššur-malik son of Šamaš-nāṣir heard his statement. Aššur-taklāku son of A<gap> was his (absent) partner.",c3cbcb45-835e-4139-a6e2-ced1d7882bca,1.0000,train_to_train
49ec6d65-7a19-42e6-806e-3c5d2a61a598__gc1of1,"translate Akkadian to English: iš-tù ḫa-mu-uš-tim ša a-lá-ḫi-im ù bu-sí-a i-ša na-ra-am-ZU ù i-ku-nim KÙ.BABBAR ni-iš-qúl

Retrieved source: iš-tù ḫa-mu-uš-tim ša a-lá-ḫi-im ù bu-sí-a i-ša na-ra-am-ZU ù i-ku-nim KÙ.BABBAR ni-iš-qúl
Retrieved English hint: Reckoned from the week eponymy of Ali-ahum and Buṣiya we paid the silver during that of Naram-Suen and Ikūnum.",49ec6d65-7a19-42e6-806e-3c5d2a61a598,1.0000,train_to_train
28aac206-a9c7-45c6-ba6a-d47d4f8ef737__c3of4__gc1of1,"KÙ.BABBAR ší-im ḫu-sà-ri-im dí-na-ma a-na a-lim{ki} lu-bi-il₅ lá tù-ni-ḫi ra-bi-ṣa-am i-a-tí ša ni-iš a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al

Retrieved source: KÙ.BABBAR ší-im ḫu-sà-ri-im dí-na-ma a-na a-lim{ki} lu-bi-il₅ lá tù-ni-ḫi ra-bi-ṣa-am i-a-tí ša ni-iš a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al
Retrieved English hint: lazuli, so I may bring it to the City Do not create difficulties for me, the attorney I shall indeed remember what was sworn by an oath by the City and the king - that he has obstructed me",28aac206-a9c7-45c6-ba6a-d47d4f8ef737__c3of4,1.0000,train_to_train
163269a4-2927-48ea-8859-989640c0b4f7__c2of2__gc1of1,"ma-na-im i-na ITU.1.KAM ú-ṣa-áb ITU.KAM ša sà-ra-tim li-mu-um ša qá-té DINGIR-šu-GAL DUMU ba-zi-a IGI im-dí-lim DUMU šu-lá-ba-an IGI e-me-me-i DUMU a-zu-ta-a

Retrieved source: ma-na-im i-na ITU.1.KAM ú-ṣa-áb ITU.KAM ša sà-ra-tim li-mu-um ša qá-té DINGIR-šu-GAL DUMU ba-zi-a IGI im-dí-lim DUMU šu-lá-ba-an IGI e-me-me-i DUMU a-zu-ta-a
Retrieved English hint: Month II, eponymy of the successor of Ilšu-rabi, son of Baziya In the presence of Imdī-ilum, son of Šu-Labān, of Ememe'i, son of Azutaya",163269a4-2927-48ea-8859-989640c0b4f7__c2of2,1.0000,train_to_train
b7d8d32f-5d79-42be-8369-5598650c20f9__c3of3__gc1of1,"a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI a-ku-za IGI MAR.TU-ba-ni IGI lá-qé-ep i-tur₄-DINGIR DUMU a-mur-IŠTAR tap-pá-i-ni

Retrieved source: a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI a-ku-za IGI MAR.TU-ba-ni IGI lá-qé-ep i-tur₄-DINGIR DUMU a…
Retrieved English hint: The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger Witnessed by Akuza, by Amurrum-bāni, by Lā-qēp Itūr-ilī son of Amur-Ištar is our (absent) partner",b7d8d32f-5d79-42be-8369-5598650c20f9__c3of3,1.0000,train_to_train
ab8fa478-2b39-4794-9c2b-09dcd26080db__c1of3__gc1of1,"translate Akkadian to English: a-na a-lá-ḫi-im ú-ṣur-ša-IŠTAR ú zu-ku-a qí-bi-ma um-ma SIG₅-pí-a-šur-ma 15 ma-na AN.NA ku-nu-ki-a ú-ṣur-ša-IŠTAR ú ṣí-li-a na-áš-ú-ni-ku-nu-tí ŠÀ.BA 5 ma-na AN.NA

Retrieved source: a-na a-lá-ḫi-im ú-ṣur-ša-IŠTAR ú zu-ku-a qí-bi-ma um-ma SIG₅-pí-a-šur-ma 15 ma-na AN.NA ku-nu-ki-a ú-ṣur-ša-IŠTAR ú ṣí-li-a na-áš-ú-ni-ku-nu-tí ŠÀ.BA 5 ma-na A…
Retrieved English hint: To Ali-ahum, Uṣur-ša-Ištar and Zukuwa from Damiq-pī-Aššur: Uṣur-ša-Ištar and Ṣilliya bring you 15 minas of tin under my seal Of that 5 minas of tin are votive offerings for Aššur My dear brothers,",ab8fa478-2b39-4794-9c2b-09dcd26080db__c1of3,1.0000,train_to_train
2bd9f2a0-9328-4df8-b1ec-fc7e6f70df89__c3of3__gc1of1,"ki-a-am <gap> ma-na KÙ.BABBAR ki-il₅-a-ma a-dí e-lá-i-a ma-ma-an <gap> a-li <gap> a-na <gap>-na-nim li-il₅ me lá ni

Retrieved source: ki-a-am <gap> ma-na KÙ.BABBAR ki-il₅-a-ma a-dí e-lá-i-a ma-ma-an <gap> a-li <gap> a-na <gap>-na-nim li-il₅ me lá ni
Retrieved English hint: 5 minas 3 shekels of silver But, if it not so, then hold on to <gap> minas of silver and noone must <gap> until I come up <gap>",2bd9f2a0-9328-4df8-b1ec-fc7e6f70df89__c3of3,1.0000,train_to_train
944fb854-c4bf-41e9-9d7a-e235b706414d__c1of4__gc1of1,"translate Akkadian to English: (4 broken lines) <gap> an-ma-ma tí-ir-tí i-sú-ri-ik a-na ṣé-ri-a i-li-kam-ma <gap> ší-ri-e a-ḫi-šu <gap> a-na ṣé-ri-a <gap> KÙ.BABBAR i-na <gap> a-bi-kà al-qé <gap> 1 GÚ ù ma <gap>-ma <gap> na na <gap>-ul

Retrieved source: (4 broken lines) <gap> an-ma-ma tí-ir-tí i-sú-ri-ik a-na ṣé-ri-a i-li-kam-ma <gap> ší-ri-e a-ḫi-šu <gap> a-na ṣé-ri-a <gap> KÙ.BABBAR i-na <gap> a-bi-kà al-qé…
Retrieved English hint: <gap> Issu-arik's instructions arrived to me, and <gap> let me inform you of your father's tablet and either in the City, whether silver from free loans or from the debt of your father, I had washed silver paid",944fb854-c4bf-41e9-9d7a-e235b706414d__c1of4,1.0000,train_to_train
cbd0be6b-e1e2-49c8-b667-a82e0c87aafb__c1of3__gc1of1,"translate Akkadian to English: um-ma dan-a-šur ù en-na-sú-in-ma a-na ir-ma-a-šur qí-bi₄-ma 10 TÚG.ḪI.A ku-nu-ki ša ku-lu-ma-a en-um-a-šur ub-lam ŠÀ.BA 2 TÚG

Retrieved source: um-ma dan-a-šur ù en-na-sú-in-ma a-na ir-ma-a-šur qí-bi₄-ma 10 TÚG.ḪI.A ku-nu-ki ša ku-lu-ma-a en-um-a-šur ub-lam ŠÀ.BA 2 TÚG
Retrieved English hint: Thus Dān-Aššur and Ennam-Suen, say to Ir'am-Aššur: 10 textiles with the seals of Kulumāya Ennam-Aššur brought us Two of these are Abarnian ones, one is -textile Since there was no possibility to sell them here",cbd0be6b-e1e2-49c8-b667-a82e0c87aafb__c1of3,1.0000,train_to_train
9a8ef84b-615a-499e-9b11-ddeba04dba43__c4of4__gc1of1,"ú-nu-ut ANŠE i-na NÍG.KA-sí 15 GÍN KÙ.BABBAR i-té-ra-ma 2 GÍN KÙ.BABBAR ú-ku-ul-tí ANŠE ni-dí-in ša 11 GÍN KÙ.BABBAR 2.5 ma-na AN.NA ni-iš-a-ma-kum 2

Retrieved source: ú-nu-ut ANŠE i-na NÍG.KA-sí 15 GÍN KÙ.BABBAR i-té-ra-ma 2 GÍN KÙ.BABBAR ú-ku-ul-tí ANŠE ni-dí-in ša 11 GÍN KÙ.BABBAR 2.5 ma-na AN.NA ni-iš-a-ma-kum 2
Retrieved English hint: 5 minas of tin Two textiles from Aššur-lamassī's working capital are packed With all this Aššur-lamassī is on his way to you 2 minas <gap> shekels of silver that Atāya took he entrusted """"",9a8ef84b-615a-499e-9b11-ddeba04dba43__c4of4,1.0000,train_to_train
a796c93a-11ef-4f2e-9319-7af2e1a9a06a__c1of4__gc1of1,"translate Akkadian to English: um-ma ša-lim-a-šùr-ma a-na i-dí-a-bi-im lá-qé-pì-im e-na-aḫ-DINGIR ù en-um-a-šùr qí-bi-ma i-nu-mì kà-ar-wa-a ù pu-šu-ke-en₆ kà-ru-um <gap> a-na ší-ip-ru-tim a-šu-mì

Retrieved source: um-ma ša-lim-a-šùr-ma a-na i-dí-a-bi-im lá-qé-pì-im e-na-aḫ-DINGIR ù en-um-a-šùr qí-bi-ma i-nu-mì kà-ar-wa-a ù pu-šu-ke-en₆ kà-ru-um <gap> a-na ší-ip-ru-tim a-…
Retrieved English hint: From Šalim-Aššur to Iddin-abum, Lā-qēp, Enah-ilī and Ennam-Aššur: When the colony sent Karwaya and Pūšu-kēn as envoys to Burušhaddum because of the blood-money for Ali-ahum's son and the",a796c93a-11ef-4f2e-9319-7af2e1a9a06a__c1of4,1.0000,train_to_train
927caef1-8903-4be7-ba6a-06d40b5f3441__c3of3__gc1of1,"nan

Retrieved source: KIŠIB ma-nu-ba-lúm-a-šur DUMU ṣí-lá-{d}IM KIŠIB šu-{d}EN.LÍL DUMU ma-nu-ki-a-šur KIŠIB MAN-a-šur DUMU a-ta-a 0.3333 ma-na 2 GÍN KÙ.BABBAR SIG₅ i-ṣé-er PUZUR₄-a…
Retrieved English hint: Seal of Mannum-balum-Aššur son of Ṣilli-Adad, seal of Šu-Illil son of Mannum-kī-Aššur, seal of Puzur-Aššur son of Ataya Puzur-Aššur son of Ataya owes 22 shekels of good silver to Ali-ahum Reckoned from the week of Ilī-d…",004a7dbd-57ce-46f8-9691-409be61c676e__c1of2,0.0000,train_to_train
814ad661-c264-4d94-9c1e-2273334268e6__c3of5__gc1of1,"i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb li-mu-um da-dí-a DUMU šu-{d}NIN.ŠUBUR wa-bi₄-il₅ ṭup-pì-im šu-ut DAM.GÀR KIŠIB ḫi-ta-ni DUMU DINGIR-na-da KIŠIB en-um-a-šùr DUMU

Retrieved source: i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb li-mu-um da-dí-a DUMU šu-{d}NIN.ŠUBUR wa-bi₄-il₅ ṭup-pì-im šu-ut DAM.GÀR KIŠIB ḫi-ta-ni DUMU DINGIR-na-da KIŠIB en-um-a-šùr DUMU
Retrieved English hint: son of Ili-nada, seal of Ennum-Assur, son of <gap>, seal of Amur-Assur, son of Isar-kitti-Assur, seal of Kunnanaya 2 talents 10 minas of copper, by the local weight standard, Kunnanaya owes to Kuliya, son of Ali-abum",814ad661-c264-4d94-9c1e-2273334268e6__c3of5,1.0000,train_to_train
48e6dc98-bc89-4f90-abba-736226b498b9__gc1of1,"translate Akkadian to English: KIŠIB i-ku-pí-a DUMU a-šur-ba-ni a-na en-um-a-šur i-dí-a-bi-im ù lá-qé-ep <gap>

Retrieved source: KIŠIB i-ku-pí-a DUMU a-šur-ba-ni a-na en-um-a-šur i-dí-a-bi-im ù lá-qé-ep <gap>
Retrieved English hint: Seal of Ikūn-pīya son of Aššur-bāni; to Ennam-Aššur, Iddin-abum and Lā-qēp <gap>",48e6dc98-bc89-4f90-abba-736226b498b9,1.0000,train_to_train
91aa354c-08f3-4527-9b13-ef6360b39118__c2of2__gc1of1,"GÍN KÙ.BABBAR a-bu-kà i-dí-nam 0.3333 ma-na a-na É kà-ri-im i-dí-in a-ma-kam a-na a-bi-kà ta-er a-ḫa-am-ma 1 ku-sí-tám SIG₅ iš-tù MU.1.ŠÈ a-dí-na-kum 0.3333 ma-na 5 GÍN KÙ.BABBAR ší-im-ša

Retrieved source: <gap> 1 ma-na 5 GÍN KÙ.BABBAR iš-tí <gap> 0.3333 ma-na KÙ.BABBAR iš-tí
Retrieved English hint: of copper and 3 shekels of silver for his small goods, 3 shekels of silver <gap> I gave to Aluwa. I paid 4.5 shekels of silver, the fees from the City when he returned. <gap> minas of sickles, 3 shekels for his expenses…",1c428f5b-15b5-463a-8e27-f9b2f0d858fc__c7of13,0.3361,val_to_train
57949d3d-cab0-4007-b0b2-4ddcf053bcb6__gc1of1,"translate Akkadian to English: 10 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tí i-ku-pí-a-šur DUMU PUZUR₄.IŠTAR 10 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tí a-šur-GAL 5 GÍN KÙ.BABBAR iš-tí na-na-a

Retrieved source: 10 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tí i-ku-pí-a-šur DUMU PUZUR₄.IŠTAR 10 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tí a-šur-GAL 5 GÍN KÙ.BABBAR iš-tí na-na-a
Retrieved English hint: 10 shekels of refined silver is owed by Ikūn-pī-Aššur son of Puzur-Ištar.",57949d3d-cab0-4007-b0b2-4ddcf053bcb6,1.0000,train_to_train
